id,name,genres,overview
953,The Hurricane,"Biography, Drama, Sport","The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
954,American Psycho,"Comedy, Crime, Drama","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
955,Lola rennt,"Crime, Drama, Thriller","After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
956,The Thin Red Line,"Drama, War","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
957,Mulan,"Animation, Adventure, Family","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
958,Fear and Loathing in Las Vegas,"Adventure, Comedy, Drama",An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.
959,Funny Games,"Crime, Drama, Thriller","Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement."
960,Dark City,"Mystery, Sci-Fi, Thriller","A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
961,Sleepers,"Crime, Drama, Thriller","After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
962,Lost Highway,"Mystery, Thriller","Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray."
963,Sense and Sensibility,"Drama, Romance","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
964,Die Hard: With a Vengeance,"Action, Adventure, Thriller","John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
965,Dead Man,"Adventure, Drama, Fantasy","On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world."
966,The Bridges of Madison County,"Drama, Romance",Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
967,Apollo 13,"Adventure, Drama, History",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
968,Trois couleurs: Blanc,"Comedy, Drama, Romance","After his wife divorces him, a Polish immigrant plots to get even with her."
969,Falling Down,"Action, Crime, Drama",An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
970,Dazed and Confused,Comedy,The adventures of high school and junior high students on the last day of school in May 1976.
971,My Cousin Vinny,"Comedy, Crime","Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
972,Omohide poro poro,"Animation, Drama, Romance",A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
973,Delicatessen,"Comedy, Crime",Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
974,Home Alone,"Comedy, Family",An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
975,The Godfather: Part III,"Crime, Drama","Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire."
976,When Harry Met Sally...,"Comedy, Drama, Romance","Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
977,The Little Mermaid,"Animation, Family, Fantasy",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
978,The Naked Gun: From the Files of Police Squad!,"Comedy, Crime",Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.
979,"Planes, Trains & Automobiles","Comedy, Drama",A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion.
980,Lethal Weapon,"Action, Crime, Thriller",Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
981,Blood Simple,"Crime, Drama, Thriller","The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered."
982,On Golden Pond,Drama,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
983,Mad Max 2,"Action, Adventure, Sci-Fi","In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
984,The Warriors,"Action, Crime, Thriller","In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down."
985,The Muppet Movie,"Adventure, Comedy, Family","Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit."
986,Escape from Alcatraz,"Action, Biography, Crime","Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world."
987,Watership Down,"Animation, Adventure, Drama","Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren."
988,Midnight Express,"Biography, Crime, Drama","Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison."
989,Close Encounters of the Third Kind,"Drama, Sci-Fi","Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO."
990,The Long Goodbye,"Comedy, Crime, Drama","Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
991,Giù la testa,"Drama, War, Western",A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.
992,Kelly's Heroes,"Adventure, Comedy, War",A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.
993,The Jungle Book,"Animation, Adventure, Family",Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
